# 노부나가의 야망 (GBA) 한글패치 — 번역 대조표

자동 독음 변환 4391건 / 번역 1035건 + 시퀀스 187그룹

## 1. 자동 독음 변환 (인명·지명·성 등)
一万田	일만전
豊臣秀吉の子で、母は淀殿。秀吉の死後天下動乱の中心になる。自らの意志を持てなかったことが、悲劇の原因か、大坂夏の陣で母と共に自刃した。	→	풍신수길의 아들로, 모친은 전님이다. 수길 사후 천하 동란의 중심이 되었다. 스스로의 의지를 갖지 못했던 것이 비극의 원인이었을까, 대판 하진에서 모친과 함께 자결했다.
貴久の嫡男。勇猛で鳴る家臣団を率いて九州のほぼ全土を支配する。豊臣秀吉に降り、島津家の命脈を保った。宗祇に始まる古今伝授を受けた教養人である。	→	귀구의 적남. 용맹으로 이름난 가신단을 이끌고 구주의 거의 전역을 지배했다. 풍신수길에게 항복하고 도진가의 명맥을 보전했다. 종기로부터 시작된 고금전수를 받은 교양인이다.
赤松家一族。赤松政範の叔父。中国に侵攻してきた豊臣秀吉から上月城を守るため、徹底抗戦するが、政範と共に戦死。	→	적송가 일족。적송정범의 숙부。중국에 침공해 온 풍신수길로부터 상월성을 지키기 위해、철저히 항전했으나、정범과 함께 전사。
赤松家臣。播磨龍野城主。主君・晴政を居城に迎える。浦上政宗を討ち、別所安治と結んで小寺政職や黒田職隆と戦うなど活躍した。のちに毒殺されたという。	→	적송 가신. 파마 용야성주. 주군 청정을 거성으로 맞이했다. 포상정종을 치고, 별소안치와 손잡아 소사정직, 흑전직륭과 싸우는 등 활약했다. 훗날 독살되었다고 한다.
越中の豪族。富山城主。神保家を越中最大の勢力に築き上げたが、上杉謙信の攻撃を受けて敗北し、降伏した。のちに家中が分裂し、再び神保家は衰退した。	→	월중의 호족. 부산성주. 신보가를 월중 최대의 세력으로 일으켰으나 상삼겸신의 공격을 받아 패배하고 항복했다. 이후 가중이 분열되어 신보가는 다시 쇠퇴했다.
越中の豪族。長職の子。兄・長住の追放により家督を継ぐ。父の死後は家臣・小島職鎮に実権を握られた。長住の越中帰還後、神保家の家督を返還したという。	→	월중의 호족. 장직의 아들이다. 형 장주의 추방으로 가독을 이어받았다. 부친 사후에는 가신 소도직진에게 실권을 빼앗겼다. 장주가 월중으로 귀환한 후 신보가의 가독을 반환했다고 한다.
越中の豪族。長職の子。父に追放され放浪生活を送ったのち、織田信長に属す。越中経略に関わるが、小島職鎮らに襲われて越中富山城に幽閉され、失脚した。	→	월중의 호족. 장직의 아들. 아버지에게 추방되어 방랑 생활을 보낸 후 직전신장에게 속했다. 월중 경략에 관여했으나 소도직진 등에게 습격당해 월중 부산성에 유폐되어 실각했다.
足利家臣。主君・義輝の近習を務めた。義輝の死後は、近江に逃れた義輝の弟・義昭のために奔走。義昭の将軍就任後、織田信長と対立して上平寺に隠居した。	→	족리 가신. 주군 의휘의 근습을 맡았다. 의휘 사후에는 근강으로 피신한 의휘의 동생 의소를 위해 분주히 활동했다. 의소의 장군 취임 후, 직전신장과 대립하여 상평사에 은거했다.
足利家臣。茶の湯に通じた。主君・義輝の横死後は細川藤孝に仕え、丹後平定などで活躍した。関ヶ原合戦では東軍に属し、戦後、豊後杵築２万６千石を領す。	→	족리 가신. 다도에 능통했다. 주군 의휘가 횡사한 후에는 세천등효를 섬기며 단후 평정 등에서 활약했다. 관원합전에서는 동군에 속했고, 전후 풍후 저축 2만 6천석을 영유했다.
足利氏族斯波氏の一族。松永久秀配下。久秀滅亡後は、信長・秀吉に従ったが、辞して大和へ。それを家康が招き、本領を安堵した。	→	족리씨족 사파씨의 일족이다. 송영구수 휘하였다. 구수 멸망 후에는 신장、수길을 섬겼으나 사양하고 대화로 떠났다. 이를 가강이 불러들여 본령을 안도해 주었다.
足利義輝・義昭と将軍家に仕え、のち信長の家臣となる。信長の死後は、豊臣・徳川と的確な主替えで、その家筋を保った。和歌に秀でた文化人でもある。	→	족리 의휘, 의소를 장군가로 섬기다가, 훗날 신장의 가신이 되었다. 신장 사후에는 풍신, 덕천으로 정확한 주군 교체를 하여 그 가문을 지켰다. 와카에 능한 문화인이기도 하다.
輝元の嫡男。豊臣秀頼から一字を賜り秀就と名乗る。関ヶ原合戦の後、家督を相続し、長州萩初代藩主となった。大坂の陣では徳川方に属した。	→	휘원의 적남. 풍신수뢰로부터 이름 한 글자를 하사받아 수취라 칭했다. 관원 합전 후 가독을 상속하여 장주추 초대 번주가 되었다. 대판진에서는 덕천측에 속했다.
輝宗の嫡男。通称「独眼竜」。１８歳で家督を相続、瞬く間に周辺諸国を切り従え、２４歳で奥州に覇を唱えた。権謀術数で豊臣・徳川両政権を生き抜いた。	→	휘종의 적남。 통칭 「독안룡」。 １８세에 가독을 상속받아 눈 깜짝할 사이에 주변 제국을 정복하고 ２４세에 오주에서 패권을 선언했다。 권모술수로 풍신、 덕천 양 정권 아래에서 살아남았다。
輸送	→	수송
輸送しません	→	수송하지 않습니다
輸送するもの	→	수송할 물자
近江の戦国大名。定頼の子。江南に勢力を伸ばす。三好家に京を追われた足利将軍家を保護し、仲裁に奔走した。のち織田信長の上洛軍に敗れ、所領を失った。	→	근강의 전국다이묘. 정뢰의 아들. 강남에 세력을 뻗쳤다. 삼호가에 의해 경에서 쫓겨난 족리장군가를 보호하며 중재에 분주했다. 훗날 직전신장의 상락군에게 패해 소령을 잃었다.
近江の戦国大名。小谷城主。久政の子。織田信長の妹・市を娶るが、朝倉家との友誼を重んじ信長と敵対。居城を攻められ、市と娘たちを信長に託し自害した。	→	오미의 전국다이묘이다。소곡성주이다。구정의 아들이다。직전신장의 여동생 시를 아내로 맞이했으나、조창가와의 우의를 중히 여겨 신장과 적대했다。거성을 공격받아 시와 딸들을 신장에게 맡기고 자결했다。
退却出来る国があり	→	퇴각할 수 있는 나라가
送り	→	보내어
遠州で物価が上がっているようです	→	원주에서 물가가 오르고 있는 것 같습니다
選択された武将が多すぎます	→	선택된 무장이 너무 많습니다
配下の%s%sが%sを持ち出し、%s%sに寝返ってしまい	→	휘하의 %s%s이(가) %s을(를) 가지고 %s%s에게 투항해 버리고
配下の%s%sが兵士%dを率い、%s%sに寝返ってしまい	→	휘하의 %s%s이(가) 병사 %d을(를) 이끌고 %s%s에게 돌아서고 말았
配下の%s%sが鉄砲%dを奪い、%s%sに寝返ってしまい	→	휘하의 %s%s이(가) 철포 %d을(를) 빼앗아 %s%s에게 돌아서고 말았
里見家臣。勝浦城主。兄・時茂とともに多くの合戦で戦功を立てる。第二次国府台合戦ののち、正木家の存続を優先して北条家に寝返ったが、のちに帰参した。	→	이견 가신. 승포성주. 형 시무와 함께 수많은 합전에서 전공을 세웠다. 제2차 국부대 합전 이후, 정목 가문의 존속을 우선시하여 북조 가문에 붙었으나, 훗날 귀참했다.
里見家臣。時忠の子。父が北条家に属した際、人質となる。兄・時通の死後、居城・勝浦城に戻った。主家改易後は、紀州徳川家に仕える子・為春を頼った。	→	이견 가신. 시충의 아들. 부친이 북조가에 속했을 때 인질이 되었다. 형 시통의 사후 거성인 승포성으로 돌아왔다. 주가가 개역된 후에는 기주 덕천가를 섬기는 아들 위춘에게 의지했다.
野戦中は城門があり	→	야전 중에는 성문이
野蛮な方に売る品物はござりませぬ	→	야만스러운 분께 팔 물건은 없사옵니다
金 %d 必要ですが、行ないますか？	→	금 %d이(가) 필요합니다만, 행하시겠습니까?
金%4dかかります	→	금%4d이(가) 듭니다
金%d必要ですが描かせますか？	→	금 %d이(가) 필요합니다만 그리게 하시겠습니까?
金2000必要ですが、建築しますか？	→	금 2000이 필요합니다만, 건축하시겠습니까？
金が足りません	→	금이 부족합니다
金も茶器もありません	→	금도 다기도 없습니다
金を貯めろ	→	돈을 모아라
金・行動力が足りません	→	금／행동력이 부족합니다
金山が眠っているのでは…	→	혹여 금광이 잠들어 있을지도…
金山を譲り渡しますか？	→	금광을 넘겨주시겠습니까?
金掘り職人が休んでしまい	→	금 채굴 장인들이 쉬게 되어
鉄甲船	→	철갑선
鉄甲船を建造させますか？	→	철갑선을 건조시키겠습니까?
鉄砲が%dになりました	→	철포가 %d이(가) 되었습니다
鉄砲を買いますか？	→	철포를 사시겠습니까?
鉄砲隊ではあり	→	철포대가 아니어서 쏠 수가
鉄砲１につき金%4d	→	철포 1정당 금%4d
鉄砲１につき金%dでお譲りいたそう	→	철포 １자루당 금%d에 넘겨드리리다
長宗我部元親の次男。香川家を継ぎ、讃岐天霧城主となるが、豊臣秀吉に敗れて土佐に帰る。兄・信親の死後、家督相続の沙汰がなく、失意の内に病死した。	→	장종아부원친의 차남. 향천가를 이어 찬기 천무성주가 되었으나 풍신수길에게 패해 토좌로 돌아갔다. 형 신친의 사후 가독 상속이 정해지지 않은 채 실의 속에서 병사했다.
長宗我部国親の三男。阿波中富川合戦で十河存保軍を破るなど、兄・元親の片腕として四国統一に貢献した。織田家に使者として赴くなど、外交でも活躍した。	→	장종아부국친의 삼남. 아파 중부천합전에서 십하존보 군을 격파하는 등 형 원친의 오른팔로서 사국통일에 공헌했다. 직전가에 사자로 파견되는 등 외교에서도 활약했다.
長宗我部国親の次男。剛毅かつ知略に富んだ武将で、兄・元親の片腕として土佐統一に貢献した。土佐一条家滅亡後は土佐中村城代となるが間もなく病死した。	→	장종아부 국친의 차남. 강건하고 지략이 뛰어난 무장으로, 형 원친의 오른팔로서 토좌 통일에 공헌했다. 토좌 일조 가문 멸망 후에는 토좌 중촌 성대가 되었으나 얼마 지나지 않아 병사했다.
